payment_id,order_id,payment_status,payment_method
pay_ord_user_0521_00,ord_user_0521_00,Success,Cash
pay_ord_user_0521_01,ord_user_0521_01,Success,Google Pay
pay_ord_user_0521_02,ord_user_0521_02,Success,Credit Card
pay_ord_user_0521_03,ord_user_0521_03,Success,Cash
pay_ord_user_0521_04,ord_user_0521_04,Success,Cash
pay_ord_user_0521_05,ord_user_0521_05,Success,Google Pay
pay_ord_user_0521_06,ord_user_0521_06,Success,Google Pay
pay_ord_user_0521_07,ord_user_0521_07,Success,Cash
pay_ord_user_0522_00,ord_user_0522_00,Success,Google Pay
pay_ord_user_0522_01,ord_user_0522_01,Success,Google Pay
pay_ord_user_0522_02,ord_user_0522_02,Success,Credit Card
pay_ord_user_0522_03,ord_user_0522_03,Success,Apple Pay
pay_ord_user_0522_04,ord_user_0522_04,Success,Credit Card
pay_ord_user_0522_05,ord_user_0522_05,Success,Apple Pay
pay_ord_user_0522_06,ord_user_0522_06,Success,Apple Pay
pay_ord_user_0522_07,ord_user_0522_07,Failed,Google Pay
pay_ord_user_0522_08,ord_user_0522_08,Success,Google Pay
pay_ord_user_0523_00,ord_user_0523_00,Success,Apple Pay
pay_ord_user_0523_01,ord_user_0523_01,Success,Google Pay
pay_ord_user_0523_02,ord_user_0523_02,Failed,Cash
pay_ord_user_0523_03,ord_user_0523_03,Success,Google Pay
pay_ord_user_0523_04,ord_user_0523_04,Failed,Google Pay
pay_ord_user_0524_00,ord_user_0524_00,Success,Credit Card
pay_ord_user_0524_01,ord_user_0524_01,Success,Apple Pay
pay_ord_user_0524_02,ord_user_0524_02,Success,Apple Pay
pay_ord_user_0524_03,ord_user_0524_03,Success,Cash
pay_ord_user_0524_04,ord_user_0524_04,Success,Cash
pay_ord_user_0524_05,ord_user_0524_05,Success,Credit Card
pay_ord_user_0524_06,ord_user_0524_06,Success,Cash
pay_ord_user_0524_07,ord_user_0524_07,Success,Google Pay
pay_ord_user_0524_08,ord_user_0524_08,Success,Credit Card
pay_ord_user_0524_09,ord_user_0524_09,Success,Credit Card
pay_ord_user_0525_00,ord_user_0525_00,Success,Cash
pay_ord_user_0525_01,ord_user_0525_01,Success,Cash
pay_ord_user_0525_02,ord_user_0525_02,Success,Credit Card
pay_ord_user_0525_03,ord_user_0525_03,Success,Google Pay
pay_ord_user_0525_04,ord_user_0525_04,Success,Google Pay
pay_ord_user_0525_05,ord_user_0525_05,Success,Credit Card
pay_ord_user_0525_06,ord_user_0525_06,Success,Google Pay
pay_ord_user_0526_00,ord_user_0526_00,Success,Credit Card
pay_ord_user_0526_01,ord_user_0526_01,Success,Cash
pay_ord_user_0527_00,ord_user_0527_00,Success,Apple Pay
pay_ord_user_0527_01,ord_user_0527_01,Success,Credit Card
pay_ord_user_0528_00,ord_user_0528_00,Success,Credit Card
pay_ord_user_0528_01,ord_user_0528_01,Success,Apple Pay
pay_ord_user_0528_02,ord_user_0528_02,Success,Apple Pay
pay_ord_user_0528_03,ord_user_0528_03,Success,Google Pay
pay_ord_user_0528_04,ord_user_0528_04,Failed,Google Pay
pay_ord_user_0528_05,ord_user_0528_05,Success,Credit Card
pay_ord_user_0528_06,ord_user_0528_06,Success,Cash
pay_ord_user_0529_00,ord_user_0529_00,Success,Apple Pay
pay_ord_user_0529_01,ord_user_0529_01,Failed,Google Pay
pay_ord_user_0529_02,ord_user_0529_02,Success,Apple Pay
pay_ord_user_0529_03,ord_user_0529_03,Success,Credit Card
pay_ord_user_0529_04,ord_user_0529_04,Success,Apple Pay
pay_ord_user_0529_05,ord_user_0529_05,Failed,Google Pay
pay_ord_user_0529_06,ord_user_0529_06,Success,Apple Pay
pay_ord_user_0529_07,ord_user_0529_07,Success,Google Pay
pay_ord_user_0529_08,ord_user_0529_08,Success,Cash
pay_ord_user_0529_09,ord_user_0529_09,Failed,Credit Card
pay_ord_user_0530_00,ord_user_0530_00,Success,Google Pay
pay_ord_user_0530_01,ord_user_0530_01,Success,Credit Card
pay_ord_user_0530_02,ord_user_0530_02,Success,Cash
pay_ord_user_0530_03,ord_user_0530_03,Success,Cash
pay_ord_user_0530_04,ord_user_0530_04,Success,Credit Card
pay_ord_user_0530_05,ord_user_0530_05,Success,Cash
pay_ord_user_0530_06,ord_user_0530_06,Success,Google Pay
pay_ord_user_0530_07,ord_user_0530_07,Success,Apple Pay
pay_ord_user_0531_00,ord_user_0531_00,Success,Google Pay
pay_ord_user_0531_01,ord_user_0531_01,Success,Apple Pay
pay_ord_user_0531_02,ord_user_0531_02,Success,Cash
pay_ord_user_0531_03,ord_user_0531_03,Success,Google Pay
pay_ord_user_0531_04,ord_user_0531_04,Success,Cash
pay_ord_user_0531_05,ord_user_0531_05,Success,Apple Pay
pay_ord_user_0531_06,ord_user_0531_06,Success,Google Pay
pay_ord_user_0531_07,ord_user_0531_07,Success,Google Pay
pay_ord_user_0531_08,ord_user_0531_08,Success,Apple Pay
pay_ord_user_0531_09,ord_user_0531_09,Success,Credit Card
pay_ord_user_0532_00,ord_user_0532_00,Success,Google Pay
pay_ord_user_0532_01,ord_user_0532_01,Failed,Apple Pay
pay_ord_user_0532_02,ord_user_0532_02,Failed,Google Pay
pay_ord_user_0532_03,ord_user_0532_03,Success,Cash
pay_ord_user_0532_04,ord_user_0532_04,Success,Google Pay
pay_ord_user_0532_05,ord_user_0532_05,Success,Cash
pay_ord_user_0532_06,ord_user_0532_06,Success,Cash
pay_ord_user_0532_07,ord_user_0532_07,Success,Apple Pay
pay_ord_user_0532_08,ord_user_0532_08,Success,Apple Pay
pay_ord_user_0533_00,ord_user_0533_00,Success,Apple Pay
pay_ord_user_0533_01,ord_user_0533_01,Success,Apple Pay
pay_ord_user_0533_02,ord_user_0533_02,Success,Cash
pay_ord_user_0534_00,ord_user_0534_00,Success,Credit Card
pay_ord_user_0534_01,ord_user_0534_01,Success,Credit Card
pay_ord_user_0534_02,ord_user_0534_02,Failed,Google Pay
pay_ord_user_0534_03,ord_user_0534_03,Success,Credit Card
pay_ord_user_0534_04,ord_user_0534_04,Success,Apple Pay
pay_ord_user_0534_05,ord_user_0534_05,Success,Credit Card
pay_ord_user_0534_06,ord_user_0534_06,Success,Google Pay
pay_ord_user_0534_07,ord_user_0534_07,Success,Apple Pay
pay_ord_user_0534_08,ord_user_0534_08,Success,Credit Card
pay_ord_user_0535_00,ord_user_0535_00,Success,Cash
pay_ord_user_0535_01,ord_user_0535_01,Success,Google Pay
pay_ord_user_0535_02,ord_user_0535_02,Success,Credit Card
pay_ord_user_0535_03,ord_user_0535_03,Success,Cash
pay_ord_user_0535_04,ord_user_0535_04,Success,Apple Pay
pay_ord_user_0535_05,ord_user_0535_05,Success,Apple Pay
pay_ord_user_0535_06,ord_user_0535_06,Success,Cash
pay_ord_user_0535_07,ord_user_0535_07,Success,Credit Card
pay_ord_user_0535_08,ord_user_0535_08,Success,Cash
pay_ord_user_0535_09,ord_user_0535_09,Success,Apple Pay
pay_ord_user_0536_00,ord_user_0536_00,Success,Credit Card
pay_ord_user_0536_01,ord_user_0536_01,Success,Apple Pay
pay_ord_user_0536_02,ord_user_0536_02,Success,Apple Pay
pay_ord_user_0537_00,ord_user_0537_00,Success,Cash
pay_ord_user_0537_01,ord_user_0537_01,Success,Google Pay
pay_ord_user_0537_02,ord_user_0537_02,Success,Credit Card
pay_ord_user_0537_03,ord_user_0537_03,Success,Apple Pay
pay_ord_user_0537_04,ord_user_0537_04,Success,Credit Card
pay_ord_user_0537_05,ord_user_0537_05,Success,Cash
pay_ord_user_0537_06,ord_user_0537_06,Success,Google Pay
pay_ord_user_0537_07,ord_user_0537_07,Success,Google Pay
pay_ord_user_0538_00,ord_user_0538_00,Success,Credit Card
pay_ord_user_0538_01,ord_user_0538_01,Success,Google Pay
pay_ord_user_0538_02,ord_user_0538_02,Success,Credit Card
pay_ord_user_0538_03,ord_user_0538_03,Success,Apple Pay
pay_ord_user_0539_00,ord_user_0539_00,Success,Apple Pay
pay_ord_user_0539_01,ord_user_0539_01,Success,Apple Pay
pay_ord_user_0540_00,ord_user_0540_00,Success,Cash
pay_ord_user_0540_01,ord_user_0540_01,Success,Google Pay
pay_ord_user_0540_02,ord_user_0540_02,Success,Google Pay
pay_ord_user_0540_03,ord_user_0540_03,Success,Cash
pay_ord_user_0540_04,ord_user_0540_04,Failed,Cash
pay_ord_user_0540_05,ord_user_0540_05,Success,Google Pay
pay_ord_user_0541_00,ord_user_0541_00,Success,Apple Pay
pay_ord_user_0541_01,ord_user_0541_01,Success,Credit Card
pay_ord_user_0541_02,ord_user_0541_02,Success,Cash
pay_ord_user_0541_03,ord_user_0541_03,Success,Cash
pay_ord_user_0541_04,ord_user_0541_04,Success,Apple Pay
pay_ord_user_0541_05,ord_user_0541_05,Success,Cash
pay_ord_user_0542_00,ord_user_0542_00,Success,Apple Pay
pay_ord_user_0542_01,ord_user_0542_01,Success,Google Pay
pay_ord_user_0542_02,ord_user_0542_02,Success,Google Pay
pay_ord_user_0543_00,ord_user_0543_00,Success,Credit Card
pay_ord_user_0543_01,ord_user_0543_01,Success,Cash
pay_ord_user_0543_02,ord_user_0543_02,Success,Credit Card
pay_ord_user_0543_03,ord_user_0543_03,Success,Credit Card
pay_ord_user_0543_04,ord_user_0543_04,Success,Google Pay
pay_ord_user_0543_05,ord_user_0543_05,Success,Credit Card
pay_ord_user_0543_06,ord_user_0543_06,Success,Google Pay
pay_ord_user_0543_07,ord_user_0543_07,Success,Credit Card
pay_ord_user_0543_08,ord_user_0543_08,Success,Google Pay
pay_ord_user_0544_00,ord_user_0544_00,Success,Cash
pay_ord_user_0544_01,ord_user_0544_01,Success,Apple Pay
pay_ord_user_0545_00,ord_user_0545_00,Success,Google Pay
pay_ord_user_0546_00,ord_user_0546_00,Success,Cash
pay_ord_user_0547_00,ord_user_0547_00,Success,Cash
pay_ord_user_0547_01,ord_user_0547_01,Success,Credit Card
pay_ord_user_0547_02,ord_user_0547_02,Success,Cash
pay_ord_user_0548_00,ord_user_0548_00,Success,Google Pay
pay_ord_user_0548_01,ord_user_0548_01,Success,Google Pay
pay_ord_user_0548_02,ord_user_0548_02,Success,Google Pay
pay_ord_user_0548_03,ord_user_0548_03,Success,Cash
pay_ord_user_0548_04,ord_user_0548_04,Success,Cash
pay_ord_user_0548_05,ord_user_0548_05,Success,Google Pay
pay_ord_user_0548_06,ord_user_0548_06,Success,Credit Card
pay_ord_user_0548_07,ord_user_0548_07,Success,Google Pay
pay_ord_user_0548_08,ord_user_0548_08,Success,Google Pay
pay_ord_user_0548_09,ord_user_0548_09,Success,Google Pay
pay_ord_user_0548_10,ord_user_0548_10,Success,Apple Pay
pay_ord_user_0548_11,ord_user_0548_11,Success,Credit Card
pay_ord_user_0549_00,ord_user_0549_00,Success,Cash
pay_ord_user_0549_01,ord_user_0549_01,Success,Google Pay
pay_ord_user_0549_02,ord_user_0549_02,Success,Apple Pay
pay_ord_user_0549_03,ord_user_0549_03,Success,Credit Card
pay_ord_user_0549_04,ord_user_0549_04,Success,Cash
pay_ord_user_0550_00,ord_user_0550_00,Success,Cash
pay_ord_user_0550_01,ord_user_0550_01,Success,Credit Card
pay_ord_user_0550_02,ord_user_0550_02,Success,Apple Pay
pay_ord_user_0550_03,ord_user_0550_03,Success,Credit Card
pay_ord_user_0550_04,ord_user_0550_04,Success,Apple Pay
pay_ord_user_0550_05,ord_user_0550_05,Success,Apple Pay
pay_ord_user_0551_00,ord_user_0551_00,Success,Google Pay
pay_ord_user_0552_00,ord_user_0552_00,Success,Credit Card
pay_ord_user_0552_01,ord_user_0552_01,Success,Apple Pay
pay_ord_user_0552_02,ord_user_0552_02,Success,Google Pay
pay_ord_user_0552_03,ord_user_0552_03,Success,Credit Card
pay_ord_user_0552_04,ord_user_0552_04,Success,Google Pay
pay_ord_user_0552_05,ord_user_0552_05,Success,Apple Pay
pay_ord_user_0552_06,ord_user_0552_06,Success,Cash
pay_ord_user_0552_07,ord_user_0552_07,Success,Cash
pay_ord_user_0552_08,ord_user_0552_08,Success,Apple Pay
pay_ord_user_0552_09,ord_user_0552_09,Success,Apple Pay
pay_ord_user_0552_10,ord_user_0552_10,Success,Google Pay
pay_ord_user_0552_11,ord_user_0552_11,Success,Credit Card
pay_ord_user_0552_12,ord_user_0552_12,Success,Apple Pay
pay_ord_user_0553_00,ord_user_0553_00,Success,Google Pay
pay_ord_user_0553_01,ord_user_0553_01,Success,Credit Card
pay_ord_user_0553_02,ord_user_0553_02,Success,Google Pay
pay_ord_user_0553_03,ord_user_0553_03,Success,Google Pay
pay_ord_user_0553_04,ord_user_0553_04,Success,Cash
pay_ord_user_0553_05,ord_user_0553_05,Success,Google Pay
pay_ord_user_0553_06,ord_user_0553_06,Success,Apple Pay
pay_ord_user_0554_00,ord_user_0554_00,Success,Credit Card
pay_ord_user_0554_01,ord_user_0554_01,Success,Apple Pay
pay_ord_user_0554_02,ord_user_0554_02,Success,Credit Card
pay_ord_user_0554_03,ord_user_0554_03,Success,Apple Pay
pay_ord_user_0554_04,ord_user_0554_04,Success,Cash
pay_ord_user_0554_05,ord_user_0554_05,Success,Apple Pay
pay_ord_user_0554_06,ord_user_0554_06,Success,Cash
pay_ord_user_0555_00,ord_user_0555_00,Failed,Apple Pay
pay_ord_user_0556_00,ord_user_0556_00,Success,Google Pay
pay_ord_user_0556_01,ord_user_0556_01,Success,Apple Pay
pay_ord_user_0556_02,ord_user_0556_02,Success,Credit Card
pay_ord_user_0556_03,ord_user_0556_03,Success,Google Pay
pay_ord_user_0556_04,ord_user_0556_04,Success,Credit Card
pay_ord_user_0556_05,ord_user_0556_05,Success,Credit Card
pay_ord_user_0556_06,ord_user_0556_06,Success,Cash
pay_ord_user_0557_00,ord_user_0557_00,Success,Apple Pay
pay_ord_user_0557_01,ord_user_0557_01,Success,Cash
pay_ord_user_0557_02,ord_user_0557_02,Success,Cash
pay_ord_user_0557_03,ord_user_0557_03,Success,Apple Pay
pay_ord_user_0557_04,ord_user_0557_04,Success,Apple Pay
pay_ord_user_0557_05,ord_user_0557_05,Failed,Google Pay
pay_ord_user_0557_06,ord_user_0557_06,Success,Credit Card
pay_ord_user_0557_07,ord_user_0557_07,Success,Credit Card
pay_ord_user_0558_00,ord_user_0558_00,Success,Cash
pay_ord_user_0558_01,ord_user_0558_01,Success,Google Pay
pay_ord_user_0558_02,ord_user_0558_02,Success,Credit Card
pay_ord_user_0558_03,ord_user_0558_03,Success,Google Pay
pay_ord_user_0558_04,ord_user_0558_04,Success,Credit Card
pay_ord_user_0559_00,ord_user_0559_00,Success,Apple Pay
pay_ord_user_0559_01,ord_user_0559_01,Success,Google Pay
pay_ord_user_0559_02,ord_user_0559_02,Success,Google Pay
pay_ord_user_0559_03,ord_user_0559_03,Success,Cash
pay_ord_user_0559_04,ord_user_0559_04,Success,Google Pay
pay_ord_user_0559_05,ord_user_0559_05,Success,Credit Card
pay_ord_user_0559_06,ord_user_0559_06,Success,Cash
pay_ord_user_0560_00,ord_user_0560_00,Success,Apple Pay
pay_ord_user_0560_01,ord_user_0560_01,Success,Cash
pay_ord_user_0560_02,ord_user_0560_02,Success,Google Pay
pay_ord_user_0560_03,ord_user_0560_03,Success,Credit Card
pay_ord_user_0560_04,ord_user_0560_04,Success,Apple Pay
pay_ord_user_0560_05,ord_user_0560_05,Success,Credit Card
pay_ord_user_0560_06,ord_user_0560_06,Success,Google Pay
pay_ord_user_0561_00,ord_user_0561_00,Success,Credit Card
pay_ord_user_0561_01,ord_user_0561_01,Success,Apple Pay
pay_ord_user_0562_00,ord_user_0562_00,Success,Apple Pay
pay_ord_user_0562_01,ord_user_0562_01,Success,Google Pay
pay_ord_user_0563_00,ord_user_0563_00,Success,Google Pay
pay_ord_user_0563_01,ord_user_0563_01,Success,Credit Card
pay_ord_user_0564_00,ord_user_0564_00,Success,Google Pay
pay_ord_user_0564_01,ord_user_0564_01,Success,Google Pay
pay_ord_user_0564_02,ord_user_0564_02,Success,Cash
pay_ord_user_0564_03,ord_user_0564_03,Success,Cash
pay_ord_user_0564_04,ord_user_0564_04,Success,Credit Card
pay_ord_user_0564_05,ord_user_0564_05,Success,Credit Card
pay_ord_user_0565_00,ord_user_0565_00,Success,Credit Card
pay_ord_user_0565_01,ord_user_0565_01,Success,Credit Card
pay_ord_user_0565_02,ord_user_0565_02,Success,Google Pay
pay_ord_user_0565_03,ord_user_0565_03,Success,Credit Card
pay_ord_user_0565_04,ord_user_0565_04,Failed,Apple Pay
pay_ord_user_0565_05,ord_user_0565_05,Success,Apple Pay
pay_ord_user_0565_06,ord_user_0565_06,Success,Cash
pay_ord_user_0565_07,ord_user_0565_07,Success,Credit Card
pay_ord_user_0565_08,ord_user_0565_08,Success,Google Pay
pay_ord_user_0565_09,ord_user_0565_09,Success,Google Pay
pay_ord_user_0565_10,ord_user_0565_10,Success,Cash
pay_ord_user_0565_11,ord_user_0565_11,Success,Apple Pay
pay_ord_user_0566_00,ord_user_0566_00,Success,Cash
pay_ord_user_0566_01,ord_user_0566_01,Failed,Google Pay
pay_ord_user_0567_00,ord_user_0567_00,Success,Credit Card
pay_ord_user_0567_01,ord_user_0567_01,Success,Cash
pay_ord_user_0567_02,ord_user_0567_02,Success,Apple Pay
pay_ord_user_0567_03,ord_user_0567_03,Success,Apple Pay
pay_ord_user_0567_04,ord_user_0567_04,Success,Google Pay
pay_ord_user_0568_00,ord_user_0568_00,Success,Google Pay
pay_ord_user_0568_01,ord_user_0568_01,Success,Google Pay
pay_ord_user_0568_02,ord_user_0568_02,Success,Credit Card
pay_ord_user_0568_03,ord_user_0568_03,Success,Google Pay
pay_ord_user_0568_04,ord_user_0568_04,Success,Credit Card
pay_ord_user_0569_00,ord_user_0569_00,Success,Google Pay
pay_ord_user_0569_01,ord_user_0569_01,Success,Apple Pay
pay_ord_user_0569_02,ord_user_0569_02,Success,Credit Card
pay_ord_user_0569_03,ord_user_0569_03,Success,Apple Pay
pay_ord_user_0569_04,ord_user_0569_04,Success,Credit Card
pay_ord_user_0569_05,ord_user_0569_05,Success,Apple Pay
pay_ord_user_0569_06,ord_user_0569_06,Success,Apple Pay
pay_ord_user_0569_07,ord_user_0569_07,Success,Google Pay
pay_ord_user_0569_08,ord_user_0569_08,Success,Cash
pay_ord_user_0570_00,ord_user_0570_00,Success,Cash
pay_ord_user_0570_01,ord_user_0570_01,Success,Apple Pay
pay_ord_user_0571_00,ord_user_0571_00,Failed,Google Pay
pay_ord_user_0571_01,ord_user_0571_01,Success,Credit Card
pay_ord_user_0571_02,ord_user_0571_02,Success,Google Pay
pay_ord_user_0571_03,ord_user_0571_03,Success,Apple Pay
pay_ord_user_0572_00,ord_user_0572_00,Success,Cash
pay_ord_user_0572_01,ord_user_0572_01,Success,Cash
pay_ord_user_0572_02,ord_user_0572_02,Success,Google Pay
pay_ord_user_0572_03,ord_user_0572_03,Success,Credit Card
pay_ord_user_0572_04,ord_user_0572_04,Success,Credit Card
pay_ord_user_0573_00,ord_user_0573_00,Success,Google Pay
pay_ord_user_0573_01,ord_user_0573_01,Failed,Apple Pay
pay_ord_user_0573_02,ord_user_0573_02,Success,Cash
pay_ord_user_0574_00,ord_user_0574_00,Success,Google Pay
pay_ord_user_0574_01,ord_user_0574_01,Success,Google Pay
pay_ord_user_0574_02,ord_user_0574_02,Success,Credit Card
pay_ord_user_0574_03,ord_user_0574_03,Success,Apple Pay
pay_ord_user_0574_04,ord_user_0574_04,Failed,Cash
pay_ord_user_0574_05,ord_user_0574_05,Success,Credit Card
pay_ord_user_0575_00,ord_user_0575_00,Success,Apple Pay
pay_ord_user_0575_01,ord_user_0575_01,Success,Google Pay
pay_ord_user_0575_02,ord_user_0575_02,Success,Cash
pay_ord_user_0575_03,ord_user_0575_03,Success,Google Pay
pay_ord_user_0576_00,ord_user_0576_00,Success,Cash
pay_ord_user_0576_01,ord_user_0576_01,Success,Cash
pay_ord_user_0576_02,ord_user_0576_02,Success,Google Pay
pay_ord_user_0576_03,ord_user_0576_03,Failed,Apple Pay
pay_ord_user_0577_00,ord_user_0577_00,Success,Google Pay
pay_ord_user_0577_01,ord_user_0577_01,Success,Google Pay
pay_ord_user_0577_02,ord_user_0577_02,Success,Credit Card
pay_ord_user_0577_03,ord_user_0577_03,Success,Credit Card
pay_ord_user_0578_00,ord_user_0578_00,Failed,Credit Card
pay_ord_user_0578_01,ord_user_0578_01,Success,Cash
pay_ord_user_0578_02,ord_user_0578_02,Success,Apple Pay
pay_ord_user_0579_00,ord_user_0579_00,Success,Credit Card
pay_ord_user_0579_01,ord_user_0579_01,Success,Credit Card
pay_ord_user_0579_02,ord_user_0579_02,Success,Google Pay
pay_ord_user_0579_03,ord_user_0579_03,Success,Google Pay
pay_ord_user_0579_04,ord_user_0579_04,Success,Apple Pay
pay_ord_user_0579_05,ord_user_0579_05,Success,Credit Card
pay_ord_user_0580_00,ord_user_0580_00,Success,Google Pay
pay_ord_user_0580_01,ord_user_0580_01,Failed,Credit Card
pay_ord_user_0580_02,ord_user_0580_02,Success,Google Pay
pay_ord_user_0580_03,ord_user_0580_03,Success,Apple Pay
pay_ord_user_0581_00,ord_user_0581_00,Success,Credit Card
pay_ord_user_0581_01,ord_user_0581_01,Success,Google Pay
pay_ord_user_0581_02,ord_user_0581_02,Success,Cash
pay_ord_user_0582_00,ord_user_0582_00,Success,Google Pay
pay_ord_user_0582_01,ord_user_0582_01,Success,Credit Card
pay_ord_user_0582_02,ord_user_0582_02,Success,Google Pay
pay_ord_user_0583_00,ord_user_0583_00,Success,Cash
pay_ord_user_0583_01,ord_user_0583_01,Success,Google Pay
pay_ord_user_0584_00,ord_user_0584_00,Success,Cash
pay_ord_user_0584_01,ord_user_0584_01,Success,Google Pay
pay_ord_user_0584_02,ord_user_0584_02,Success,Apple Pay
pay_ord_user_0584_03,ord_user_0584_03,Success,Apple Pay
pay_ord_user_0584_04,ord_user_0584_04,Success,Apple Pay
pay_ord_user_0584_05,ord_user_0584_05,Success,Google Pay
pay_ord_user_0584_06,ord_user_0584_06,Success,Cash
pay_ord_user_0585_00,ord_user_0585_00,Success,Google Pay
pay_ord_user_0585_01,ord_user_0585_01,Success,Cash
pay_ord_user_0585_02,ord_user_0585_02,Failed,Credit Card
pay_ord_user_0585_03,ord_user_0585_03,Success,Google Pay
pay_ord_user_0585_04,ord_user_0585_04,Success,Google Pay
pay_ord_user_0585_05,ord_user_0585_05,Failed,Google Pay
pay_ord_user_0585_06,ord_user_0585_06,Success,Apple Pay
pay_ord_user_0585_07,ord_user_0585_07,Success,Google Pay
pay_ord_user_0586_00,ord_user_0586_00,Success,Apple Pay
pay_ord_user_0587_00,ord_user_0587_00,Success,Apple Pay
pay_ord_user_0587_01,ord_user_0587_01,Success,Credit Card
pay_ord_user_0587_02,ord_user_0587_02,Success,Apple Pay
pay_ord_user_0588_00,ord_user_0588_00,Success,Credit Card
pay_ord_user_0588_01,ord_user_0588_01,Success,Apple Pay
pay_ord_user_0588_02,ord_user_0588_02,Success,Apple Pay
pay_ord_user_0589_00,ord_user_0589_00,Success,Apple Pay
pay_ord_user_0590_00,ord_user_0590_00,Success,Credit Card
pay_ord_user_0590_01,ord_user_0590_01,Success,Credit Card
pay_ord_user_0590_02,ord_user_0590_02,Success,Cash
pay_ord_user_0590_03,ord_user_0590_03,Success,Google Pay
pay_ord_user_0590_04,ord_user_0590_04,Success,Apple Pay
pay_ord_user_0590_05,ord_user_0590_05,Success,Cash
pay_ord_user_0591_00,ord_user_0591_00,Success,Apple Pay
pay_ord_user_0591_01,ord_user_0591_01,Success,Credit Card
pay_ord_user_0591_02,ord_user_0591_02,Success,Credit Card
pay_ord_user_0591_03,ord_user_0591_03,Success,Credit Card
pay_ord_user_0591_04,ord_user_0591_04,Success,Credit Card
pay_ord_user_0591_05,ord_user_0591_05,Success,Google Pay
pay_ord_user_0591_06,ord_user_0591_06,Success,Credit Card
pay_ord_user_0591_07,ord_user_0591_07,Success,Google Pay
pay_ord_user_0591_08,ord_user_0591_08,Success,Google Pay
pay_ord_user_0592_00,ord_user_0592_00,Success,Cash
pay_ord_user_0592_01,ord_user_0592_01,Success,Credit Card
pay_ord_user_0592_02,ord_user_0592_02,Failed,Apple Pay
pay_ord_user_0592_03,ord_user_0592_03,Success,Google Pay
pay_ord_user_0592_04,ord_user_0592_04,Success,Credit Card
pay_ord_user_0593_00,ord_user_0593_00,Success,Credit Card
pay_ord_user_0593_01,ord_user_0593_01,Success,Credit Card
pay_ord_user_0593_02,ord_user_0593_02,Success,Apple Pay
pay_ord_user_0593_03,ord_user_0593_03,Success,Apple Pay
pay_ord_user_0594_00,ord_user_0594_00,Success,Google Pay
pay_ord_user_0594_01,ord_user_0594_01,Success,Google Pay
pay_ord_user_0594_02,ord_user_0594_02,Success,Apple Pay
pay_ord_user_0594_03,ord_user_0594_03,Success,Google Pay
pay_ord_user_0594_04,ord_user_0594_04,Failed,Apple Pay
pay_ord_user_0594_05,ord_user_0594_05,Success,Cash
pay_ord_user_0594_06,ord_user_0594_06,Success,Google Pay
pay_ord_user_0595_00,ord_user_0595_00,Success,Apple Pay
pay_ord_user_0595_01,ord_user_0595_01,Failed,Credit Card
pay_ord_user_0595_02,ord_user_0595_02,Success,Credit Card
pay_ord_user_0595_03,ord_user_0595_03,Success,Apple Pay
pay_ord_user_0595_04,ord_user_0595_04,Success,Credit Card
pay_ord_user_0595_05,ord_user_0595_05,Success,Apple Pay
pay_ord_user_0595_06,ord_user_0595_06,Success,Cash
pay_ord_user_0595_07,ord_user_0595_07,Success,Google Pay
pay_ord_user_0596_00,ord_user_0596_00,Success,Apple Pay
pay_ord_user_0596_01,ord_user_0596_01,Success,Apple Pay
pay_ord_user_0596_02,ord_user_0596_02,Success,Google Pay
pay_ord_user_0596_03,ord_user_0596_03,Success,Apple Pay
pay_ord_user_0597_00,ord_user_0597_00,Success,Cash
pay_ord_user_0597_01,ord_user_0597_01,Success,Google Pay
pay_ord_user_0597_02,ord_user_0597_02,Success,Apple Pay
pay_ord_user_0597_03,ord_user_0597_03,Success,Credit Card
pay_ord_user_0597_04,ord_user_0597_04,Success,Apple Pay
pay_ord_user_0597_05,ord_user_0597_05,Success,Cash
pay_ord_user_0597_06,ord_user_0597_06,Success,Credit Card
pay_ord_user_0598_00,ord_user_0598_00,Success,Google Pay
pay_ord_user_0599_00,ord_user_0599_00,Success,Credit Card
pay_ord_user_0599_01,ord_user_0599_01,Success,Cash
pay_ord_user_0599_02,ord_user_0599_02,Success,Google Pay
pay_ord_user_0599_03,ord_user_0599_03,Success,Google Pay
pay_ord_user_0599_04,ord_user_0599_04,Success,Credit Card
pay_ord_user_0599_05,ord_user_0599_05,Success,Google Pay
pay_ord_user_0600_00,ord_user_0600_00,Success,Apple Pay
pay_ord_user_0600_01,ord_user_0600_01,Success,Apple Pay
pay_ord_user_0600_02,ord_user_0600_02,Success,Apple Pay
pay_ord_user_0600_03,ord_user_0600_03,Failed,Credit Card
pay_ord_user_0600_04,ord_user_0600_04,Success,Cash
pay_ord_user_0600_05,ord_user_0600_05,Success,Google Pay
pay_ord_user_0601_00,ord_user_0601_00,Success,Apple Pay
pay_ord_user_0601_01,ord_user_0601_01,Success,Apple Pay
pay_ord_user_0601_02,ord_user_0601_02,Success,Apple Pay
pay_ord_user_0601_03,ord_user_0601_03,Success,Credit Card
pay_ord_user_0601_04,ord_user_0601_04,Success,Google Pay
pay_ord_user_0601_05,ord_user_0601_05,Failed,Apple Pay
pay_ord_user_0601_06,ord_user_0601_06,Success,Cash
pay_ord_user_0601_07,ord_user_0601_07,Success,Apple Pay
pay_ord_user_0601_08,ord_user_0601_08,Success,Credit Card
pay_ord_user_0602_00,ord_user_0602_00,Success,Google Pay
